Company,Environmental,Governance,None,Social,Environmental_Avg,Governance_Avg,None_Avg,Social_Avg,Environmental_Norm,Governance_Norm,None_Norm,Social_Norm,Negative,Neutral,Positive,Total,ESG_Mentions,Total_Avg,Total_Norm
TATA,5.207892721891405,12.3661279886961,17.458826535940172,52.00878502130509,0.03915708813452184,0.18185482336317793,0.15728672554901058,0.12685069517391484,31.14640077148848,60.808611004157484,100.0,73.4149906042712,23,609,90,87.04163226783277,722,0.12055627737926976,80.6695284884462
UNILEVER,16.720688724517817,20.336146122217176,0.0,70.84218712449072,0.06124794404585281,0.1484390227899064,0.0,0.12298990820224083,100.0,100.0,0.0,100.0,40,949,152,107.89902197122572,1141,0.09456531285821711,100.0
